tweet,index
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3083
And not to mention about world records for queues.... RT @centerofright: #DeMonetization - Finally (cont) https://t.co/y1O4ghuhyS,3084
@nivie Death happened-Fact .It happened in the queue -Co-incidental. Dont link death with #Demonetization . @salonishuklaET,3085
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3086
@girishkuber criticises govt everyday on #Demonetization even though world knows long term benefits &amp; we need to believe he is economist,3087
"RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say, we support the decision. @NewIndianXpress",3088
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3089
"Black money generators are in small/medium level traders too. We don't get bill for purchase of rice,dhall etc worth 1000 rs.#demonetization",3090
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3091
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3092
"RT @aapakhi: With the failure of #Demonetization indians getting loss of trust in present government
@ArvindKejriwal 
@AnkitLal 
https://t.…",3093
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3094
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3095
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3096
RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…,3097
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3098
New vehicles to have ETC-compliant RFID facility for digital deduction of charges at toll plazas: DEA Secy… https://t.co/H5CusNP3po,3099
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3100
"#DeMonetization :
1946 - SardarPatel
1978 - MorarjiDesai
2016 - NarendraModi
Common factor?!
- #Congress not in power
- All 3 Gujjus
#think",3101
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3102
"RT @LocalPressCo: 86% of Indians from both rural &amp; urban areas support #demonetization, feel it was worth the inconvenience https://t.co/60…",3103
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3104
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3105
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3106
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3107
"RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say, we support the decision. @NewIndianXpress",3108
"86% of Indians from both rural &amp; urban areas support #demonetization, feel it was worth the inconvenience https://t.co/60BAUHiMwn #india",3109
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3110
"With the failure of #Demonetization indians getting loss of trust in present government
@ArvindKejriwal 
@AnkitLal 
https://t.co/20FjKclY7p",3111
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3112
"RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say, we support the decision. @NewIndianXpress",3113
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/zK0czGpyxW by #FinMinIndia via @c0nvey",3114
RT @centerofright: #DeMonetization - it will always be Vision 2020 in hindsight - many things could hv been done better. it was done with s…,3115
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3116
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3117
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3118
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/5f7yGJdaLc by #FinMinIndia via @c0nvey",3119
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3120
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3121
"#Kolkatta being major center for recycling of #blackmoney, we (@narendramodi ) know why @MamataOfficial is opposing #Demonetization.",3122
RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,3123
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3124
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3125
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3126
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3127
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3128
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3129
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3130
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/IJrLHRcQGq by #FinMinIndia via @c0nvey",3131
Samajwadi Party Joins the foolhardy #Demonetization #MamtaKejriXposed https://t.co/AcYrXWX2Ss,3132
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/GGCtwLN8P0 by #FinMinIndia via @c0nvey",3133
"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",3134
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3135
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3136
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3137
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3138
RT @nivie: Hard to believe some justify deaths due to poor #demonetization implementation as something a nation of 1.2b can overlook for gr…,3139
@ArvindKejriwal  please stop hating ... Frustrated at your posts .. cant tolerate such ignorance.. tell ppl the benefits of #Demonetization,3140
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3141
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3142
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3143
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3144
. @MVenkaiahNaidu blames opposition for not allowing #Parliament to function by creating uproar over #demonetization issue.,3145
"RT @myvotetoday: #NetasCASHin #DeMonetization #19PakisGoToHoors #IndiaKaDil #NoMoreITALYMafia #SYL 
.
<ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Vote<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Here<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3> https://t.co/pPYE…",3146
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3147
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3148
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3149
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3150
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3151
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3152
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3153
"#demonetization could doom Indian economy
 <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
https://t.co/nhukJb0z6L",3154
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3155
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3156
"#finance RT PIB_India: Watch briefing on #Demonetization by DEA Secy DasShaktikanta this morning here:
https://t.co/ZRputefEDf",3157
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3158
"RT PIB_India: Watch briefing on #Demonetization by DEA Secy DasShaktikanta this morning here:
https://t.co/PQnmEudxPF",3159
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,3160
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3161
"Education without purpose has no meaning

We have a chaiwala making India digital

And

An IIT Engineer opposing it <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>#demonetization",3162
"What happens to all the ""genuine"" ads online that showcase 1000/500rupee notes and say, here's this guy earning 10000/day :| #demonetization",3163
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3164
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3165
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3166
"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",3167
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3168
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3169
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3170
"#demonetization could doom Indian economy. 
<ed><U+00A0><U+00BC><ed><U+00B6><U+0098> <ed><U+00A0><U+00BC><ed><U+00B6><U+0098> <ed><U+00A0><U+00BC><ed><U+00B6><U+0098> <ed><U+00A0><U+00BC><ed><U+00B6><U+0098>",3171
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3172
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3173
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3174
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3175
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3176
"RT @OnmanoramaLive: Rahul takes on Modi, says even Jaitley kept in the dark on #demonetization

Read more at: https://t.co/7hw3DGQdHV",3177
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3178
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3179
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3180
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3181
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3182
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3183
RT @MinhazMerchant: Difficult to verify but if true points to orchestrated campaign to discredit #demonetization with paid fear-mongers htt…,3184
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3185
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3186
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3187
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3188
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3189
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3190
'Joined the line of Opposition MPs demonstrating solidarity on #demonetization' https://t.co/A4NgHepZ38,3191
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3192
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3193
RT @airnewsalerts: Central team visits #Telangana to assess situation in context of #demonetization.,3194
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3195
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3196
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3197
"@AshokChoudhaary @OfficeOfRG @digvijaya_28 effect of #Demonetization

A black money holder waiting for his turn https://t.co/AchoqlMovK",3198
"RT @MahikaInfra: @narendramodi
@Swamy39
The success of #Demonetization will depend on how swiftly govt replenish the currency

Pls avoid Ba…",3199
"Rahul takes on Modi, says even Jaitley kept in the dark on #demonetization

Read more at: https://t.co/7hw3DGQdHV",3200
"Rahul takes on Modi, says even Jaitley kept in the dark on #demonetization

Read more at: https://t.co/cji1df8DyG",3201
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3202
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3203
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3204
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3205
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3206
"Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",3207
RT @centerofright: #DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black m…,3208
"#Demonetization no worries because  @FreeCharge wallet is always there for me!!
 #20KonFreecharge",3209
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3210
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3211
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3212
RT @centerofright: #DeMonetization - it will always be Vision 2020 in hindsight - many things could hv been done better. it was done with s…,3213
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3214
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3215
"When Airtel deducts ur Rs.30 u go mad at them!

Kejri &amp; Mamta has lost thousands of crores and u want then to keep calm? <ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>
#Demonetization",3216
"@DineshR1511 they're under the wrong impression that Govt will roll back #demonetization, by doing all these dramas.",3217
Hard to believe some justify deaths due to poor #demonetization implementation as something a nation of 1.2b can overlook for greater good.,3218
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,3219
#DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens who bore the pain,3220
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3221
RT @centerofright: #DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black m…,3222
RT @centerofright: #DeMonetization - it will always be Vision 2020 in hindsight - many things could hv been done better. it was done with s…,3223
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3224
@minimathur @RanaAyyub  TIGHT SLAP on these dynasty nourishers. C-Voter pulse poll on #demonetization  https://t.co/2qGBFx3EJw,3225
RT @centerofright: #DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black m…,3226
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3227
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3228
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3229
RT @centerofright: #DeMonetization - it will always be Vision 2020 in hindsight - many things could hv been done better. it was done with s…,3230
RT @centerofright: #DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black m…,3231
Interesting!!! But not a surprise I guess! Need to check data in retrospection i guess! #Demonetization #BlackMoney https://t.co/g6ZqDaKKec,3232
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3233
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3234
#Chakrapani's #Datacard gives the numbers on #Demonetization and how the #Digital transformation is a pipe dream  https://t.co/cC962zlJVv,3235
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3236
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3237
"#DeMonetization - it will always be Vision 2020 in hindsight - many things could hv been done better. it was done with secrecy,hence prickly",3238
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3239
"RT @sajid_Yousuf_: Police men beats industrialists, Ambani groups, Black Money holders for standing in #queue #Demonetization. This cop des…",3240
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3241
"Narendra Modi PMO India Arun Jaitley SAY NO to Rollback of #Demonetization , yes we need better implementation... https://t.co/bv9eIUXlNn",3242
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3243
@Swamy39 Why is New18 saying there are 70 deaths due to #demonetization? Who investigated? https://t.co/4TIEx29oE0,3244
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3245
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3246
RT @centerofright: #DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black m…,3247
"@NitishKumar Stop this fence sitting exercise, Pl. make your stand clear on  #Demonetization. Stop barking of old <U+0938><U+0920><U+093F><U+0906><U+090F> Sharad Yadav types",3248
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3249
@arunjaitley  I  don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;will defuse disruption.,3250
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3251
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3252
"Goodness in demonetisation https://t.co/gWUclfEavF via @YourStoryCo
#demonetization #Namo",3253
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3254
#DeMonetization - Ppl are ready to give @narendramodi the 50 Days he asked for in the war against corruption and black money,3255
"RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say, we support the decision. @NewIndianXpress",3256
"helloooooo anyone listening??Polls from TOI,ZEE says people are supporting #demonetization.. What's ur prob dude… https://t.co/XnKgoZ44Y7",3257
RT @airnewsalerts: Central team visits #Telangana to assess situation in context of #demonetization.,3258
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3259
RT @CMOMaharashtra: @mandybedi on Hon PM @narendramodi 's #demonetization decision ... https://t.co/j74RkdZRTO,3260
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3261
@sushmitadevmp Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding tat PM addr… https://t.co/xYNCLulFVR,3262
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3263
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3264
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3265
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3266
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3267
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3268
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3269
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3270
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3271
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3272
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3273
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3274
"RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say, we support the decision. @NewIndianXpress",3275
Due to #Demonetization people are facing problems in bank queues. They are frustrated. Anger congress out. Watch th… https://t.co/miBvYUyeq9,3276
RT @Dhananter_singh: Only the dishonest and the corrupt leader.@ArvindKejriwal @kejri420 #Demonetization https://t.co/cpkxB74y1V,3277
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3278
RT @airnewsalerts: . @MVenkaiahNaidu blames opposition for not allowing #Parliament to function by creating uproar over #demonetization iss…,3279
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3280
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3281
MDR waived for debit card transactions at ICICI Bank merchants #Demonetization,3282
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,3283
@RanaAyyub  sm twitter empty vessels dare not to tweet. C-Voter pulse poll on #demonetization https://t.co/2qGBFx3EJw,3284
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3285
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3286
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3287
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3288
On #demonetization as driver of #disruption #innovation https://t.co/CfAWiekMFO,3289
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3290
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3291
"RT @jay_ambadi: Will an escalation on the border be Modi's answer to issues with #Demonetization? 
Replacing issues with graver issues?",3292
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3293
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3294
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3295
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3296
@sagarikaghose c-voter pulse poll on #demonetization https://t.co/2qGBFx3EJw,3297
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3298
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3299
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3300
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",3301
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3302
"Despite #demonetization, Force 2 is the best performing movie of @TheJohnAbraham, in which he worked as a solo lead...",3303
